20040503,3030,2457,1
20040504,2690,2669,1
20040505,1831,2196,3
20040506,2709,2501,1
20040507,2624,2246,1
20040510,2785,2107,3
20040511,2647,2392,2
20040512,2509,2530,5
20040513,2578,2288,1
20040514,2708,2241,2
20040517,2841,2576,2
20040518,2371,2256,3
20040519,2441,2296,2
20040520,2405,1832,2
20040521,2661,1737,2
20040524,2460,2220,1
20040525,3040,2058,2
20040526,2387,1991,3
20040527,2083,1614,3
20040528,2102,1354,2
20040601,2581,2112,3
20040602,2716,2026,1
20040603,2607,2198,2
20040604,2230,1900,2
20040607,1922,1342,1
20040608,2525,1692,4
20040609,2032,1519,1
20040610,2118,1472,1
20040614,1876,1439,2
20040615,2925,2634,4
20040616,2082,2229,2
20040617,2027,1796,2
20040618,2219,2151,1
20040621,2079,1815,2
20040622,2062,1728,1
20040623,2247,2058,2
20040624,2165,1843,2
20040625,2086,1819,3
20040628,2778,2258,3
20040629,2422,1641,1
20040630,2237,1966,0
20040701,2229,2236,1
20040702,2074,1840,1
20040706,2353,1968,1
20040707,2277,2225,3
20040708,2440,2492,1
20040709,1875,1668,2
20040712,1954,1623,4
20040713,2205,1924,2
20040714,2244,1761,3
20040715,2183,1981,2
20040716,2476,1925,1
20040719,2356,2242,4
20040720,2263,2026,2
20040721,2207,2181,2
20040722,2312,2203,1
20040723,1985,1862,1
20040726,2593,2200,2
20040727,2597,2321,2
20040728,2450,2338,2
20040729,2613,2222,2
20040730,2143,2256,4
20040802,2313,2227,2
20040803,2238,2676,2
20040804,2022,1809,3
20040805,2272,2311,2
20040806,2607,2689,1
20040809,2017,1893,1
20040810,2074,1713,2
20040811,3057,2238,1
20040812,2816,2303,2
20040813,2129,2092,1
20040816,2411,2043,3
20040817,2291,2002,1
20040818,2629,1840,2
20040819,2083,1729,1
20040820,2158,1781,2
20040823,2367,2085,1
20040824,2020,1618,1
20040825,2205,1506,1
20040826,1884,1556,1
20040827,1496,1347,1
20040830,1824,1503,1
20040831,2022,1546,1
20040901,2113,1895,1
20040902,1931,1675,1
20040903,2052,1798,2
20040907,2370,2033,1
20040908,2660,2263,2
20040909,2511,2124,2
20040910,2238,1819,1
20040913,2242,2085,1
20040914,2179,1835,1
20040915,1703,1871,3
20040916,1795,1468,2
20040917,2349,1904,1
20040920,2206,2040,2
20040921,2223,1824,1
20040922,1929,2170,3
20040923,2004,2100,3
20040924,2401,2262,3
20040927,1985,1864,2
20040928,2303,2054,3
20040929,1710,1564,1
20040930,2569,2054,1
20041001,2387,2061,2
20041004,2397,2125,1
20041005,2149,1975,4
20041006,2269,1986,2
20041007,2150,2119,1
20041008,2370,2555,2
20041011,2193,2293,1
20041012,3254,2484,1
20041013,2245,2171,2
20041014,2578,2109,3
20041015,2424,2040,3
20041018,2472,1909,2
20041019,2211,2227,4
20041020,2351,2014,2
20041021,2700,1882,3
20041022,2081,2314,3
20041025,2511,2056,2
20041026,2457,2299,2
20041027,2435,2102,2
20041028,2348,2012,2
20041029,2336,1996,3
20041101,2457,2155,3
20041102,2512,2426,1
20041103,3217,2848,2
20041104,2530,2540,2
20041105,2322,2131,1
20041108,2589,1854,2
20041109,1947,1712,2
20041110,2359,2017,2
20041111,2288,1514,1
20041112,2360,1634,2
20041115,2191,2344,2
20041116,2444,1869,1
20041117,2106,2029,2
20041118,2922,2183,2
20041119,2107,2146,3
20041122,2256,1784,2
20041123,2174,2132,2
20041124,1531,1623,1
20041126,850,719,3
20041129,1809,2201,4
20041130,1945,1950,4
20041201,2634,1847,3
20041202,2535,2343,4
20041203,2761,2539,2
20041206,1814,1615,3
20041207,2625,2646,5
20041208,2333,2065,2
20041209,2341,2320,4
20041210,2597,2432,1
20041213,2451,2241,2
20041214,2591,2134,1
20041215,2160,1952,2
20041216,2776,2146,2
20041217,3126,3102,1
20041220,2442,2416,1
20041221,2712,2422,3
20041222,2496,2029,3
20041223,2026,1874,2
20041227,1947,1694,2
20041228,1959,1764,2
20041229,1777,1464,2
20041230,1581,1376,1
20041231,1455,1385,2
20050103,2223,2201,2
20050104,2514,1887,1
20050105,2503,2156,2
20050106,2367,2128,1
20050107,2107,2062,3
20050110,2189,2202,1
20050111,2019,2408,3
20050112,2585,2369,1
20050113,2110,2086,1
20050114,2275,1884,1
20050118,2497,2027,2
20050119,2148,1973,1
20050120,1989,2078,1
20050121,2225,2001,1
20050124,2211,2195,1
20050125,3373,2540,2
20050126,3022,2155,2
20050127,2325,2003,1
20050128,2340,2060,2
20050131,2357,1949,1
20050201,2488,1894,1
20050202,2398,2000,2
20050203,1656,1625,3
20050204,2334,1842,3
20050207,2049,1640,2
20050208,2016,1711,3
20050209,1586,1515,1
20050210,1748,1447,2
20050211,2456,1861,2
20050214,1620,1795,1
20050215,1937,1776,2
20050216,1920,1965,1
20050217,1875,1953,1
20050218,2126,1946,1
20050222,2530,2862,3
20050223,2067,1784,1
20050224,2534,1863,1
20050225,2389,1643,1
20050228,2114,2332,1
20050301,2782,2321,2
20050302,2598,2252,1
20050303,2281,2121,2
20050304,2493,1832,2
20050307,2969,2134,2
20050308,2343,2084,2
20050309,2366,2231,2
20050310,2192,1868,3
20050311,2177,2298,2
20050314,2508,2119,1
20050315,2314,2208,2
20050316,2168,2525,3
20050317,1947,1868,3
20050318,2333,2671,1
20050321,2103,2099,4
20050322,2569,2229,2
20050323,2740,2222,2
20050324,2313,2033,1
20050328,2090,1816,1
20050329,2817,2740,2
20050330,2621,2016,2
20050331,2550,2499,5
20050401,2816,2799,2
20050404,3119,2334,1
20050405,3128,2749,5
20050406,2715,2462,3
20050407,2188,1934,4
20050408,1852,1887,1
20050411,2329,1941,2
20050412,2701,2286,2
20050413,2755,2825,3
20050414,3170,2602,3
20050415,3111,3121,2
20050418,3279,2833,2
20050419,3031,2841,1
20050420,2686,2858,2
20050421,2743,2439,2
20050422,2304,2265,2
20050425,2440,2319,3
20050426,1866,1998,3
20050427,2649,2320,2
20050428,2302,2202,3
20050429,2905,2219,2
20050502,1887,2117,2
20050503,2310,2089,3
20050504,2360,2060,3
20050505,2020,2290,2
20050506,2041,2174,2
20050509,2290,2398,2
20050510,2427,2709,1
20050511,2435,2368,1
20050512,2590,2393,1
20050513,2222,2454,1
20050516,2106,2007,1
20050517,2240,2389,3
20050518,2022,2431,2
20050519,1915,2161,2
20050520,1995,2456,1
20050523,2123,2263,1
20050524,2493,2203,2
20050525,1820,2124,3
20050526,1938,1925,4
20050527,1776,1843,2
20050531,1932,2115,3
20050601,2563,2700,1
20050602,2108,2292,2
20050603,2457,2750,2
20050606,1861,2102,2
20050607,2279,2327,2
20050608,1785,2137,2
20050609,2613,2215,2
20050610,1784,2299,2
20050613,2254,2313,4
20050614,1872,2069,4
20050615,2083,2302,2
20050616,2209,2215,1
20050617,2447,2450,2
20050620,2658,2703,2
20050621,2447,3176,2
20050622,2230,2256,1
20050623,2570,2662,4
20050624,2573,2537,1
20050627,2597,2425,1
20050628,2022,2070,1
20050629,2025,2486,2
20050630,2122,2752,1
20050701,1906,1881,2
20050705,2106,2231,2
20050706,1917,2593,2
20050707,2227,2346,2
20050708,2380,2145,2
20050711,2302,2059,2
20050712,1618,1839,1
20050713,1795,1885,1
20050714,1967,2102,1
20050715,1924,1652,2
20050718,2498,1993,2
20050719,2198,1834,1
20050720,1959,1868,1
20050721,2170,2354,1
20050722,1634,1636,2
20050725,2092,2394,1
20050726,2034,2200,1
20050727,2927,2211,1
20050728,2350,2285,2
20050729,2123,2102,2
20050801,2307,2627,2
20050802,2071,2049,2
20050803,2032,1955,1
20050804,1917,2103,1
20050805,2421,2299,2
20050808,1980,2118,1
20050809,2094,2065,2
20050810,2512,2350,4
20050811,2405,2415,2
20050812,1944,2194,3
20050815,2012,1819,3
20050816,2013,2098,1
20050817,2272,1870,1
20050818,2943,2420,2
20050819,1933,2176,2
20050822,2193,2242,1
20050823,2543,2532,2
20050824,2520,2494,2
20050825,2367,2363,1
20050826,2156,2059,2
20050829,2400,2015,1
20050830,2669,2527,2
20050831,2787,2638,1
20050901,2645,2885,1
20050902,1998,2155,1
20050906,2536,2300,3
20050907,2952,2581,2
20050908,2817,2692,5
20050909,2470,2212,2
20050912,2134,1950,2
20050913,2201,2145,3
20050914,1913,2030,3
20050915,2089,2139,2
20050916,2293,2271,1
20050919,2536,2546,2
20050920,2467,2295,3
20050921,2662,2344,2
20050922,2898,2563,2
20050923,2426,2653,2
20050926,2363,2788,2
20050927,2338,2414,3
20050928,2356,2255,2
20050929,2506,2269,2
20050930,1927,2302,1
20051003,2619,2888,1
20051004,2340,2284,4
20051005,2554,2788,3
20051006,3237,3136,2
20051007,2771,2455,2
20051010,2680,2256,1
20051011,2893,2957,2
20051012,2994,2840,1
20051013,3348,3200,1
20051014,3471,3075,2
20051017,3147,3158,1
20051018,2816,3470,4
20051019,2958,2878,1
20051020,2804,2634,2
20051021,2905,2888,2
20051024,2893,2437,1
20051025,2682,2623,1
20051026,2760,2803,2
20051027,2296,2496,1
20051028,2505,2301,2
20051031,2614,2615,1
20051101,2431,2846,2
20051102,2580,2637,0
20051103,3158,3112,1
20051104,2532,2344,1
20051107,2712,2617,2
20051108,2794,2482,2
20051109,2473,2439,1
20051110,2361,2430,4
20051111,1871,1967,1
20051114,2505,2327,1
20051115,3448,3213,0
20051116,2929,2712,2
20051117,2805,2815,1
20051118,2769,2743,2
20051121,2609,2598,2
20051122,2673,2726,1
20051123,2451,2116,1
20051125,1585,1405,3
20051128,3154,2799,3
20051129,2771,2925,1
