20040503,2997,2468,4
20040504,3303,3156,3
20040505,2866,2646,4
20040506,2887,2553,2
20040507,2723,2417,5
20040510,3544,3066,3
20040511,2747,2694,4
20040512,2949,2953,3
20040513,2806,2674,2
20040514,2898,2802,2
20040517,2993,2922,7
20040518,2661,2691,4
20040519,2371,2489,4
20040520,2669,2407,4
20040521,2658,2584,4
20040524,2875,3221,2
20040525,2975,2841,3
20040526,2927,2607,6
20040527,2905,2357,7
20040528,2394,2087,3
20040601,2958,2761,3
20040602,2997,2634,4
20040603,3092,2449,3
20040604,2414,2379,3
20040607,2023,1867,4
20040608,2502,1948,4
20040609,2536,2322,5
20040610,2258,2399,3
20040614,2657,2473,4
20040615,2732,2673,4
20040616,2374,2462,3
20040617,2245,2145,7
20040618,2577,2181,5
20040621,2315,2545,4
20040622,2777,2520,3
20040623,2666,2635,2
20040624,2665,2756,8
20040625,2911,3200,4
20040628,2741,2581,5
20040629,2856,2627,1
20040630,3025,3155,2
20040701,3007,3154,4
20040702,2273,2096,5
20040706,2533,2871,3
20040707,2465,2508,5
20040708,2881,2903,2
20040709,2515,2522,7
20040712,2456,2204,4
20040713,2449,2643,5
20040714,2703,2618,4
20040715,2774,2712,1
20040716,3007,2987,5
20040719,3092,3107,4
20040720,3075,2674,4
20040721,2716,3151,3
20040722,3174,2830,4
20040723,2985,2731,2
20040726,3502,3218,3
20040727,2907,2993,5
20040728,3349,3354,5
20040729,3060,2722,1
20040730,2725,2720,6
20040802,3150,2643,4
20040803,3298,3244,4
20040804,2760,2390,1
20040805,2733,2889,2
20040806,3305,3063,6
20040809,2462,2467,2
20040810,2878,2549,3
20040811,3403,3013,3
20040812,2924,3061,3
20040813,2616,2627,4
20040816,2895,2410,1
20040817,2387,2400,2
20040818,3193,2612,4
20040819,2960,2735,3
20040820,3016,2573,5
20040823,2577,2430,3
20040824,2419,2401,4
20040825,2882,2461,2
20040826,2650,2424,4
20040827,2163,1949,1
20040830,2227,2323,3
20040831,2244,2302,4
20040901,2466,2573,3
20040902,2511,2378,1
20040903,2760,2491,1
20040907,3047,2614,2
20040908,2813,2790,2
20040909,2857,2768,2
20040910,3211,2721,5
20040913,2970,2770,2
20040914,2676,2575,4
20040915,2828,2875,3
20040916,2552,2212,1
20040917,2655,2495,2
20040920,3177,2876,3
20040921,3057,3157,4
20040922,2981,3457,2
20040923,2986,2682,1
20040924,3135,2794,9
20040927,2900,2896,2
20040928,3514,3072,2
20040929,3541,3116,2
20040930,4137,3675,3
20041001,3690,3231,6
20041004,3356,3041,2
20041005,3031,2897,1
20041006,3055,3422,1
20041007,3539,3720,4
20041008,3661,4119,2
20041011,3151,2980,3
20041012,3433,3365,5
20041013,3830,4159,1
20041014,3507,3364,3
20041015,4440,3607,3
20041018,4274,3753,3
20041019,3435,4016,2
20041020,3910,3430,4
20041021,3618,3494,3
20041022,2756,3188,7
20041025,3463,3148,2
20041026,3829,3497,2
20041027,3788,3058,4
20041028,3431,3165,3
20041029,2996,2899,3
20041101,3024,2778,3
20041102,3330,3123,1
20041103,3299,3351,4
20041104,3805,3444,2
20041105,3834,3806,4
20041108,3919,3537,5
20041109,3512,3474,5
20041110,3519,3510,2
20041111,3473,2958,2
20041112,3250,2883,2
20041115,3595,3399,2
20041116,3230,3177,3
20041117,3587,3168,3
20041118,3601,3607,2
20041119,2977,3557,4
20041122,3348,3419,5
20041123,3139,3548,3
20041124,3446,3405,1
20041126,1544,1372,3
20041129,3624,4168,3
20041130,4613,4345,2
20041201,3666,2991,2
20041202,3580,3352,4
20041203,3747,3596,4
20041206,3720,3152,9
20041207,3746,3877,3
20041208,3402,3665,4
20041209,3512,3817,4
20041210,2562,3232,3
20041213,2857,3271,4
20041214,3030,2986,6
20041215,3891,3532,5
20041216,3661,3413,2
20041217,4302,3830,0
20041220,3618,4309,2
20041221,4507,4110,5
20041222,3591,3534,3
20041223,3585,3626,6
20041227,2848,3330,5
20041228,3268,3278,3
20041229,2851,2778,3
20041230,3359,3090,4
20041231,2260,2522,3
20050103,3602,3566,3
20050104,3850,3442,3
20050105,3700,3363,1
20050106,3591,2887,6
20050107,3353,3110,3
20050110,3438,3223,5
20050111,2987,3599,3
20050112,3396,3313,4
20050113,2978,3651,4
20050114,2913,2681,3
20050118,3726,2820,7
20050119,3837,3913,1
20050120,3182,3346,4
20050121,3187,3784,3
20050124,3589,3532,2
20050125,3529,3192,3
20050126,3193,2775,4
20050127,3156,2637,3
20050128,3430,3659,4
20050131,4095,3496,2
20050201,3269,3318,3
20050202,3274,2814,5
20050203,2599,2946,6
20050204,3131,2711,3
20050207,3704,3026,2
20050208,4400,3499,2
20050209,3207,3452,4
20050210,3099,2768,7
20050211,3170,3218,4
